S12A2_HUMAN	P55011
NUP43_HUMAN	Q8NFH3
CT027_HUMAN	Q9GZN8
MYCBP_HUMAN	Q99417
RRP1B_HUMAN	Q14684
NUBP2_HUMAN	Q9Y5Y2
RNAS1_HUMAN	P07998
F171B_HUMAN	Q6P995
LMOD2_HUMAN	Q6P5Q4
PLF4_HUMAN	P02776
HS905_HUMAN;HS90A_HUMAN	Q58FG0
CHD3_HUMAN	Q12873
STAG2_HUMAN	Q8N3U4
RDH13_HUMAN	Q8NBN7
CACB3_HUMAN	P54284
LRC4B_HUMAN	Q9NT99
TBCE_HUMAN	Q15813
TEBP_HUMAN	Q15185
AINX_HUMAN;DESM_HUMAN;NFM_HUMAN;VIME_HUMAN	Q16352
AINX_HUMAN;NFM_HUMAN;VIME_HUMAN	Q16352
RPA2_HUMAN	Q9H9Y6
DCP1A_HUMAN	Q9NPI6
CBPN_HUMAN	P15169
PTN12_HUMAN	Q05209
WDFY1_HUMAN	Q8IWB7
DDX58_HUMAN	O95786
RING2_HUMAN	Q99496
DEN4C_HUMAN	Q5VZ89
ERF3B_HUMAN	Q8IYD1
ASCC2_HUMAN	Q9H1I8
DRB3_HUMAN;DRB5_HUMAN	P79483
AKT1_HUMAN;AKT2_HUMAN	P31749
ITA5_HUMAN	P08648
TBL1R_HUMAN	Q9BZK7
ACTBL_HUMAN;ACTB_HUMAN;ACTG_HUMAN;ACTH_HUMAN;ACTS_HUMAN	Q562R1
ACTB_HUMAN;ACTG_HUMAN;ACTS_HUMAN	P60709
PRCC_HUMAN	Q92733
S4A10_HUMAN;S4A4_HUMAN;S4A8_HUMAN	Q6U841
TWF1_HUMAN	Q12792
KCIP4_HUMAN	Q6PIL6
TYRO_HUMAN	P14679
LYPL1_HUMAN	Q5VWZ2
STAM1_HUMAN;STAM2_HUMAN	Q92783
FER_HUMAN	P16591
ARFP1_HUMAN	P53367
GRP2_HUMAN	Q7LDG7
BAD_HUMAN	Q92934
SCMC2_HUMAN	Q6KCM7
ZN844_HUMAN	Q08AG5
TRM61_HUMAN	Q96FX7
BACHL_HUMAN	Q6ZUV0
LAMP5_HUMAN	Q9UJQ1
RASM_HUMAN	O14807
WDR82_HUMAN	Q6UXN9
KCMF1_HUMAN	Q9P0J7
TBCD4_HUMAN	O60343
PIPNA_HUMAN	Q00169
NRBF2_HUMAN	Q96F24
CGRE1_HUMAN	Q99674
TMM70_HUMAN	Q9BUB7
QCR8_HUMAN	O14949
NUP50_HUMAN	Q9UKX7
VAMP4_HUMAN	O75379
RBBP5_HUMAN	Q15291
SYT1_HUMAN;SYT2_HUMAN	P21579
GNAL_HUMAN	P38405
ARF4_HUMAN;ARF5_HUMAN	P18085
HBAT_HUMAN	P09105
YJ005_HUMAN	Q6ZSR9
ACOT8_HUMAN	O14734
OTU6B_HUMAN	Q8N6M0
EMC8_HUMAN	O43402
JKIP3_HUMAN	Q5VZ66
TLR1_HUMAN	Q15399
PPR1B_HUMAN	Q9UD71
RS18_HUMAN	P62269
TPC11_HUMAN	Q7Z392
EHMT2_HUMAN	Q96KQ7
MTMRC_HUMAN	Q9C0I1
IF4E_HUMAN	P06730
LACTB_HUMAN	P83111
NDUAD_HUMAN	Q9P0J0
ZZEF1_HUMAN	O43149
FGD4_HUMAN	Q96M96
HTRA1_HUMAN	Q92743
PDS5B_HUMAN	Q9NTI5
FL2D_HUMAN	Q15007
ITIH5_HUMAN	Q86UX2
IMPCT_HUMAN	Q9P2X3
SYPL1_HUMAN	Q16563
GNA11_HUMAN	P29992
RABP2_HUMAN	P29373
COMD2_HUMAN	Q86X83
GPX7_HUMAN	Q96SL4
PP1A_HUMAN;PP1G_HUMAN	P62136
NCEH1_HUMAN	Q6PIU2
CC90B_HUMAN	Q9GZT6
KBTB2_HUMAN	Q8IY47
UBP12_HUMAN;UBP46_HUMAN	O75317
HECW1_HUMAN	Q76N89
ENPP4_HUMAN	Q9Y6X5
NADAP_HUMAN	Q9BWU0
RIPR1_HUMAN	Q6ZS17
CAV1_HUMAN	Q03135
MAP2_HUMAN	P50579
KNL1_HUMAN	Q8NG31
SETLP_HUMAN;SET_HUMAN	P0DME0
KAZRN_HUMAN	Q674X7
CCG3_HUMAN	O60359
ERGI2_HUMAN	Q96RQ1
FGL1_HUMAN	Q08830
F172A_HUMAN	Q8WUF8
CIP2A_HUMAN	Q8TCG1
ZN638_HUMAN	Q14966
AFF3_HUMAN	P51826
CA2D1_HUMAN;CA2D2_HUMAN	P54289
STX17_HUMAN	P56962
SNP29_HUMAN	O95721
SIA10_HUMAN	Q9Y274
EPHA5_HUMAN	P54756
PCH2_HUMAN	Q15645
CLIP3_HUMAN	Q96DZ5
LC7L3_HUMAN	O95232
AGO3_HUMAN	Q9H9G7
SSBP_HUMAN	Q04837
OMD_HUMAN	Q99983
BID_HUMAN	P55957
TIDC1_HUMAN	Q9NPL8
BD1L1_HUMAN	Q8NFC6
TF3C4_HUMAN	Q9UKN8
UB2V1_HUMAN	Q13404
INP5K_HUMAN	Q9BT40
NACP4_HUMAN	Q9BZK3
RL23A_HUMAN	P62750
CUTA_HUMAN	O60888
SHLB1_HUMAN	Q9Y371
PPWD1_HUMAN	Q96BP3
CAH6_HUMAN	P23280
DPOA2_HUMAN	Q14181
LYRM7_HUMAN	Q5U5X0
SMC5_HUMAN	Q8IY18
FGL2_HUMAN	Q14314
EPHB6_HUMAN	O15197
CEIP2_HUMAN	Q9UHN6
NCS1_HUMAN	P62166
SELT_HUMAN	P62341
NDUB3_HUMAN	O43676
SAC2_HUMAN	Q9Y2H2
UB2L3_HUMAN	P68036
AN13D_HUMAN	Q6ZTN6
GARE1_HUMAN	Q9H706
BAG5_HUMAN	Q9UL15
CASP6_HUMAN	P55212
NFAC2_HUMAN	Q13469
NDUA6_HUMAN	P56556
PPIH_HUMAN	O43447
IF2B3_HUMAN	O00425
I2BP1_HUMAN	Q8IU81
GBRB1_HUMAN;GBRB2_HUMAN	P18505
GBRB3_HUMAN	P28472
DOC10_HUMAN;DOCK9_HUMAN	Q96BY6
STAG1_HUMAN	Q8WVM7
RASF2_HUMAN	P50749
KI20A_HUMAN	O95235
IMA3_HUMAN	O00629
Z804A_HUMAN	Q7Z570
PRELP_HUMAN	P51888
UBP48_HUMAN	Q86UV5
WIPI3_HUMAN	Q5MNZ6
MFN1_HUMAN;MFN2_HUMAN	Q8IWA4
D19L1_HUMAN	Q2PZI1
MARC2_HUMAN	Q969Z3
CATG_HUMAN	P08311
MSMO1_HUMAN	Q15800
UBE4A_HUMAN	Q14139
DPYL1_HUMAN;DPYL3_HUMAN;DPYS_HUMAN	Q14194
FBX3_HUMAN	Q9UK99
PLOD2_HUMAN	O00469
PGTB1_HUMAN	P53609
LIMK1_HUMAN	P53667
ZPI_HUMAN	Q9UK55
HSP13_HUMAN	P48723
AQR_HUMAN	O60306
DAZP1_HUMAN	Q96EP5
KC1G3_HUMAN	Q9Y6M4
AGRA3_HUMAN	Q8IWK6
BAX_HUMAN	Q07812
SRPK1_HUMAN;SRPK2_HUMAN	Q96SB4
WNK1_HUMAN;WNK2_HUMAN	Q9H4A3
TAB1_HUMAN	Q15750
CDK1_HUMAN;CDK2_HUMAN	P06493
TUSC3_HUMAN	Q13454
SC24D_HUMAN	O94855
SC24A_HUMAN;SC24B_HUMAN	O95486
MIF_HUMAN	P14174
NSMA2_HUMAN	Q9NY59
ARI1A_HUMAN	O14497
GRIK3_HUMAN	Q13003
AAPK1_HUMAN	Q13131
PLSL_HUMAN;PLST_HUMAN	P13796
FBX42_HUMAN	Q6P3S6
DJB14_HUMAN	Q8TBM8
ACSA_HUMAN	Q9NR19
PAK2_HUMAN	Q13177
CEP43_HUMAN	O95684
UBP32_HUMAN	Q8NFA0
T132B_HUMAN	Q14DG7
SPRY4_HUMAN	Q8WW59
RABP1_HUMAN	P29762
ARMT1_HUMAN	Q9H993
PSB10_HUMAN	P40306
TBA1C_HUMAN;TBA3E_HUMAN;TBA4A_HUMAN	Q9BQE3
ACD11_HUMAN	Q709F0
SCN1B_HUMAN	Q07699
ELP2_HUMAN	Q6IA86
TUSC2_HUMAN	O75896
CPXM2_HUMAN	Q8N436
TGON2_HUMAN	O43493
BPIA3_HUMAN	Q9BQP9
P5CR2_HUMAN	Q96C36
MGN2_HUMAN	Q96A72
F91A1_HUMAN	Q658Y4
APBA2_HUMAN	Q99767
APBA1_HUMAN	Q02410
DNJA4_HUMAN	Q8WW22
UHRF1_HUMAN	Q96T88
CBX1_HUMAN;CBX3_HUMAN	P83916
RFA3_HUMAN	P35244
CTHR1_HUMAN	Q96CG8
EHD1_HUMAN;EHD3_HUMAN;EHD4_HUMAN	Q9H4M9
BIP_HUMAN;HS71L_HUMAN;HSP72_HUMAN;HSP7C_HUMAN	P11021
SPD2A_HUMAN;SPD2B_HUMAN	Q5TCZ1
FLCN_HUMAN	Q8NFG4
SMRD2_HUMAN	Q92925
AT12A_HUMAN	P54707
SH319_HUMAN	Q5HYK7
STALP_HUMAN	Q96FJ0
DVL3_HUMAN	Q92997
ASF1A_HUMAN	Q9Y294
LZIC_HUMAN	Q8WZA0
MOES_HUMAN;RADI_HUMAN	P26038
F241B_HUMAN	Q96D05
AP4S1_HUMAN	Q9Y587
KIF4A_HUMAN	O95239
CHMP6_HUMAN	Q96FZ7
PKHO1_HUMAN	Q53GL0
MK09_HUMAN;MK10_HUMAN;MK14_HUMAN	P45984
RLA2_HUMAN	P05387
COQ3_HUMAN	Q9NZJ6
NDUA5_HUMAN	Q16718
CNPY4_HUMAN	Q8N129
BAG1_HUMAN	Q99933
LNP_HUMAN	Q9C0E8
ST1A1_HUMAN;ST1A3_HUMAN	P50225
PALS1_HUMAN	Q8N3R9
CTNL1_HUMAN	Q9UBT7
TBCA_HUMAN	O75347
PSD2_HUMAN	Q9BQI7
SRSF4_HUMAN	Q08170
HV103_HUMAN	A0A0C4DH29
CA094_HUMAN	Q6P1W5
CPNS1_HUMAN	P04632
LUM_HUMAN;sp|CONTAMINANT_Q05443	P51884
GPX8_HUMAN	Q8TED1
P5I11_HUMAN	O14683
NU1M_HUMAN	P03886
PLCH1_HUMAN	Q4KWH8
VP13B_HUMAN	Q7Z7G8
PADI1_HUMAN	Q9ULC6
PON3_HUMAN	Q15166
STRP1_HUMAN	Q5VSL9
SMCA2_HUMAN	P51531
COQ6_HUMAN	Q9Y2Z9
GNA12_HUMAN;GNA13_HUMAN	Q03113
VIPR1_HUMAN	P32241
UB2G2_HUMAN	P60604
CREB1_HUMAN	P16220
ITPI2_HUMAN	P28290
RBBP6_HUMAN	Q7Z6E9
AT2B2_HUMAN;AT2B3_HUMAN	Q01814
VIP1_HUMAN	Q6PFW1
LANC3_HUMAN	Q6ZV70
CE022_HUMAN	Q49AR2
RL18_HUMAN	Q07020
RD23A_HUMAN	P54725
UBR2_HUMAN	Q8IWV8
STXB2_HUMAN	Q15833
PSF3_HUMAN	Q9BRX5
SYJ2B_HUMAN	P57105
SYCP1_HUMAN	Q15431
ELAV3_HUMAN;ELAV4_HUMAN	Q14576
STEA3_HUMAN	Q658P3
FCL_HUMAN	Q13630
PDE6D_HUMAN	O43924
COX20_HUMAN	Q5RI15
COX2_HUMAN	P00403
RN170_HUMAN	Q96K19
CSTFT_HUMAN	Q9H0L4
AT1A1_HUMAN;AT1A3_HUMAN;AT1A4_HUMAN	P05023
TBB2A_HUMAN;TBB2B_HUMAN;TBB6_HUMAN	Q13885
TBB2A_HUMAN;TBB6_HUMAN	Q13885
TBB2B_HUMAN;TBB6_HUMAN	Q9BVA1
TBB3_HUMAN;TBB4A_HUMAN;TBB4B_HUMAN;TBB5_HUMAN	Q13509
TBB3_HUMAN;TBB4A_HUMAN;TBB5_HUMAN	Q13509
NCOA7_HUMAN	Q8NI08
SC22B_HUMAN	O75396
AAKB2_HUMAN	O43741
DCAKD_HUMAN	Q8WVC6
EDF1_HUMAN	O60869
BI1_HUMAN	P55061
RCAN1_HUMAN	P53805
CDK15_HUMAN	Q96Q40
CCG8_HUMAN	Q8WXS5
ALG11_HUMAN	Q2TAA5
UB2V2_HUMAN	Q15819
LCP2_HUMAN	Q13094
NAGAB_HUMAN	P17050
EFNA3_HUMAN	P52797
RAP1A_HUMAN;RAP1B_HUMAN	P62834
ITM2C_HUMAN	Q9NQX7
TBB2B_HUMAN	Q9BVA1
MARH5_HUMAN	Q9NX47
KC1E_HUMAN	P49674
TIM50_HUMAN	Q3ZCQ8
NAA25_HUMAN	Q14CX7
ABI3_HUMAN	Q9P2A4
HSP76_HUMAN	P17066
NFYA_HUMAN	P23511
FMOD_HUMAN	Q06828
NTRK3_HUMAN	Q16288
P2Y12_HUMAN	Q9H244
RN126_HUMAN	Q9BV68
STA5A_HUMAN	P42229
HOT_HUMAN	Q8IWW8
GBRA2_HUMAN	P47869
ENAH_HUMAN	Q8N8S7
DDRGK_HUMAN	Q96HY6
NACA2_HUMAN	Q9H009
MAEA_HUMAN	Q7L5Y9
ACTN3_HUMAN	Q08043
2A5B_HUMAN;2A5E_HUMAN	Q15173
RT31_HUMAN	Q92665
RIBC2_HUMAN	Q9H4K1
GRIA4_HUMAN	P48058
NR2C2_HUMAN	P49116
ARHGA_HUMAN	O15013
TPM1_HUMAN;TPM3_HUMAN;TPM4_HUMAN;sp|CONTAMINANT_Q3SX28	P09493
TPM1_HUMAN;TPM3_HUMAN;TPM4_HUMAN	P09493
NDK7_HUMAN	Q9Y5B8
SPB10_HUMAN	P48595
KT3K_HUMAN	Q9HA64
GCSP_HUMAN	P23378
AP3M1_HUMAN;AP3M2_HUMAN	Q9Y2T2
FBX22_HUMAN	Q8NEZ5
CAVN3_HUMAN	Q969G5
TNR6_HUMAN	P25445
LEGL_HUMAN	Q3ZCW2
CAZA1_HUMAN;CAZA2_HUMAN	P52907
MTUS2_HUMAN	Q5JR59
SH3L3_HUMAN	Q9H299
YIPF6_HUMAN	Q96EC8
SMRD1_HUMAN;SMRD2_HUMAN	Q96GM5
SEM7A_HUMAN	O75326
EXOS6_HUMAN	Q5RKV6
RL11_HUMAN	P62913
H90B2_HUMAN;H90B3_HUMAN;H90B4_HUMAN;HS90A_HUMAN;HS90B_HUMAN	Q58FF8
H90B4_HUMAN;HS90A_HUMAN;HS90B_HUMAN	Q58FF6
CEP44_HUMAN	Q9C0F1
NDE1_HUMAN;NDEL1_HUMAN	Q9NXR1
PERF_HUMAN	P14222
ZN318_HUMAN	Q5VUA4
CHMP7_HUMAN	Q8WUX9
T184C_HUMAN	Q9NVA4
IRAK4_HUMAN	Q9NWZ3
KSYK_HUMAN	P43405
ERLN1_HUMAN;ERLN2_HUMAN	O75477
PHIP_HUMAN	Q8WWQ0
RBM15_HUMAN	Q96T37
TBB2A_HUMAN;TBB2B_HUMAN;TBB3_HUMAN;TBB4A_HUMAN;TBB4B_HUMAN;TBB5_HUMAN	Q13885
ELYS_HUMAN	Q8WYP5
NDC1_HUMAN	Q9BTX1
MARK1_HUMAN	Q9P0L2
ASB9_HUMAN	Q96DX5
WAPL_HUMAN	Q7Z5K2
PPM1K_HUMAN	Q8N3J5
KV401_HUMAN	P06312
AGRB3_HUMAN	O60242
GAB3_HUMAN	Q8WWW8
OSGEP_HUMAN	Q9NPF4
UBA5_HUMAN	Q9GZZ9
NXN_HUMAN	Q6DKJ4
CRNN_HUMAN	Q9UBG3
B3GA3_HUMAN	O94766
TTC5_HUMAN	Q8N0Z6
MMAB_HUMAN	Q96EY8
TMTC3_HUMAN	Q6ZXV5
PP4P2_HUMAN	Q8N4L2
PP1R8_HUMAN	Q12972
HBAZ_HUMAN	P02008
ADCY2_HUMAN	Q08462
ASPN_HUMAN	Q9BXN1
MK09_HUMAN	P45984
CADH9_HUMAN	Q9ULB4
CAHD1_HUMAN	Q5VU97
CD109_HUMAN	Q6YHK3
DQA2_HUMAN	P01906
MA2A1_HUMAN	Q16706
GNAT3_HUMAN	A8MTJ3
BMP2K_HUMAN	Q9NSY1
HMGN5_HUMAN	P82970
SCAFB_HUMAN	Q99590
TYOBP_HUMAN	O43914
OSBL2_HUMAN	Q9H1P3
GBRB2_HUMAN	P47870
ITA11_HUMAN	Q9UKX5
CNTN4_HUMAN	Q8IWV2
DDHD2_HUMAN	O94830
INPP_HUMAN	P49441
YLPM1_HUMAN	P49750
PSME3_HUMAN	P61289
ATD3A_HUMAN;ATD3B_HUMAN	Q9NVI7
FA9_HUMAN	P00740
IBP7_HUMAN	Q16270
GSH0_HUMAN	P48507
NR2CA_HUMAN	Q86WQ0
MAPK2_HUMAN	P49137
KIF1B_HUMAN	O60333
DNJB6_HUMAN	O75190
3MG_HUMAN	P29372
GP155_HUMAN	Q7Z3F1
PPIC_HUMAN	P45877
KCNC1_HUMAN	P48547
GLGB_HUMAN	Q04446
K1C18_HUMAN	P05783
TMED2_HUMAN	Q15363
DPYL2_HUMAN;DPYL3_HUMAN	Q16555
ALG9_HUMAN	Q9H6U8
UCK2_HUMAN	Q9BZX2
TOM20_HUMAN	Q15388
PDE1C_HUMAN	Q14123
PCBP3_HUMAN	P57721
SYRM_HUMAN	Q5T160
BZW1_HUMAN;BZW2_HUMAN	Q7L1Q6
CUTC_HUMAN	Q9NTM9
HERC4_HUMAN	Q5GLZ8
ACTBM_HUMAN;ACTB_HUMAN;ACTC_HUMAN;ACTG_HUMAN;ACTS_HUMAN;POTEF_HUMAN;POTEI_HUMAN;POTEJ_HUMAN	Q9BYX7
ACTBM_HUMAN;ACTB_HUMAN;ACTC_HUMAN;ACTG_HUMAN;ACTS_HUMAN;POTEI_HUMAN;POTEJ_HUMAN	Q9BYX7
ACTBM_HUMAN;ACTB_HUMAN;ACTG_HUMAN;ACTS_HUMAN;POTEF_HUMAN;POTEI_HUMAN;POTEJ_HUMAN	Q9BYX7
PAAF1_HUMAN	Q9BRP4
GBB1_HUMAN;GBB2_HUMAN	P62873
HPCA_HUMAN;HPCL1_HUMAN	P84074
GOGA7_HUMAN	Q7Z5G4
TM192_HUMAN	Q8IY95
DBR1_HUMAN	Q9UK59
RIMS2_HUMAN	Q9UQ26
VPS4A_HUMAN	Q9UN37
RNF14_HUMAN	Q9UBS8
ITCH_HUMAN	Q96J02
PRPS1_HUMAN;PRPS2_HUMAN	P60891
ES8L2_HUMAN	Q9H6S3
TYY1_HUMAN	P25490
ACSL3_HUMAN;ACSL4_HUMAN	O95573
CLASR_HUMAN	Q8N2M8
SPD2A_HUMAN	Q5TCZ1
CFDP1_HUMAN	Q9UEE9
HYPK_HUMAN	Q9NX55
VGLU2_HUMAN	Q9P2U8
RLA1_HUMAN;RLA2_HUMAN	P05386
SLX4I_HUMAN	Q5VYV7
AT2A2_HUMAN;AT2A3_HUMAN	P16615
SCG1_HUMAN	P05060
SHIP1_HUMAN	Q92835
PTPRK_HUMAN	Q15262
LSM7_HUMAN	Q9UK45
SRRM1_HUMAN	Q8IYB3
ARL6_HUMAN	Q9H0F7
PPIE_HUMAN	Q9UNP9
SEPT4_HUMAN;SEPT5_HUMAN	O43236
CTR9_HUMAN	Q6PD62
UB2Q1_HUMAN	Q7Z7E8
IKBE_HUMAN	O00221
IFIT1_HUMAN	P09914
TRAM1_HUMAN	Q15629
HMGB2_HUMAN	P26583
PAWR_HUMAN	Q96IZ0
HAUS6_HUMAN	Q7Z4H7
SERC3_HUMAN	Q13530
MYH3_HUMAN	P11055
UBR3_HUMAN	Q6ZT12
E41L1_HUMAN;E41L3_HUMAN	Q9H4G0
TIM10_HUMAN	P62072
TPM4_HUMAN;sp|CONTAMINANT_Q3SX28	P67936
SYT1_HUMAN;SYT2_HUMAN;SYT5_HUMAN	P21579
GSTT1_HUMAN	P30711
DYSF_HUMAN;MYOF_HUMAN	O75923
GBRG2_HUMAN	P18507
NDUV3_HUMAN	P56181
WDR91_HUMAN	A4D1P6
ADH1B_HUMAN	P00325
GRIP1_HUMAN	Q9Y3R0
NACHO_HUMAN	Q53FP2
DEK_HUMAN	P35659
DHB12_HUMAN	Q53GQ0
RT07_HUMAN	Q9Y2R9
SC6A7_HUMAN	Q99884
GVIN1_HUMAN	Q7Z2Y8
HPT_HUMAN	P00738
HMGA1_HUMAN	P17096
TMED7_HUMAN	Q9Y3B3
THRB_HUMAN;sp|CONTAMINANT_P00735	P00734
AAKB1_HUMAN	Q9Y478
SKP1_HUMAN	P63208
CDV3_HUMAN	Q9UKY7
NDUC2_HUMAN	O95298
AT12A_HUMAN;AT1A3_HUMAN	P54707
KAPCA_HUMAN;KAPCB_HUMAN;KAPCG_HUMAN	P17612
CBX3_HUMAN	Q13185
BST2_HUMAN	Q10589
SGSM1_HUMAN	Q2NKQ1
RALA_HUMAN;RALB_HUMAN	P11233
DYN2_HUMAN;DYN3_HUMAN	P50570
DYL1_HUMAN;DYL2_HUMAN	P63167
GBRAP_HUMAN;GBRL1_HUMAN	O95166
TBC17_HUMAN	Q9HA65
CO4A_HUMAN;CO4B_HUMAN;CONTAMINANT_ENSBTAP00000007350	P0C0L4
BL1S3_HUMAN	Q6QNY0
C144C_HUMAN	Q8IYA2
IBP2_HUMAN	P18065
NOL9_HUMAN	Q5SY16
CXA1_HUMAN	P17302
R7BP_HUMAN	Q6MZT1
TELO2_HUMAN	Q9Y4R8
RM13_HUMAN	Q9BYD1
CDK12_HUMAN;CDK14_HUMAN;CDK16_HUMAN;CDK18_HUMAN;CDK2_HUMAN;CDK5_HUMAN;CDK6_HUMAN;CDK9_HUMAN	Q9NYV4
STK3_HUMAN;STK4_HUMAN	Q13188
DPOLQ_HUMAN	O75417
LTN1_HUMAN	O94822
AL1A1_HUMAN;ALDH2_HUMAN	P00352
METH_HUMAN	Q99707
DBLOH_HUMAN	Q9NR28
USE1_HUMAN	Q9NZ43
KLH22_HUMAN	Q53GT1
STX11_HUMAN	O75558
DNAL1_HUMAN	Q4LDG9
PAR10_HUMAN	Q53GL7
PLAK_HUMAN	P14923
1433B_HUMAN;1433G_HUMAN	P31946
CSMD1_HUMAN	Q96PZ7
DGKQ_HUMAN	P52824
QSOX1_HUMAN	O00391
IPKA_HUMAN	P61925
VASN_HUMAN	Q6EMK4
TTI1_HUMAN	O43156
CLVS1_HUMAN;CLVS2_HUMAN	Q8IUQ0
CT55_HUMAN	Q8WUE5
GFAP_HUMAN;K2C8_HUMAN;sp|CONTAMINANT_Q6NXH9	P14136
TRI47_HUMAN	Q96LD4
TPPC4_HUMAN	Q9Y296
NBL1_HUMAN	P41271
TIM29_HUMAN	Q9BSF4
SYFM_HUMAN	O95363
K1C24_HUMAN	Q2M2I5
MBD1_HUMAN	Q9UIS9
NDUS4_HUMAN	O43181
DCTN3_HUMAN	O75935
MOCS3_HUMAN	O95396
GGA1_HUMAN	Q9UJY5
GFRA2_HUMAN	O00451
LIPA1_HUMAN	Q13136
PODXL_HUMAN	O00592
RNF11_HUMAN	Q9Y3C5
DCA13_HUMAN	Q9NV06
ISG15_HUMAN	P05161
TBB5_HUMAN;TBB8_HUMAN	P07437
DIP2A_HUMAN;DIP2B_HUMAN	Q14689
BMPR2_HUMAN	Q13873
MK15_HUMAN	Q8TD08
TT39C_HUMAN	Q8N584
CD99_HUMAN	P14209
LAT4_HUMAN	Q8N370
RUFY1_HUMAN	Q96T51
2ABA_HUMAN;2ABG_HUMAN	P63151
MRC2_HUMAN	Q9UBG0
WNT8A_HUMAN	Q9H1J5
ACTH_HUMAN;ACTS_HUMAN	P63267
POTEJ_HUMAN	P0CG39
POTEF_HUMAN	A5A3E0
DENR_HUMAN	O43583
DOCK6_HUMAN	Q96HP0
SACS_HUMAN	Q9NZJ4
UBCP1_HUMAN	Q8WVY7
PNO1_HUMAN	Q9NRX1
COG1_HUMAN	Q8WTW3
LRIG1_HUMAN	Q96JA1
RBNS5_HUMAN	Q9H1K0
RCOR1_HUMAN;RCOR3_HUMAN	Q9UKL0
WWC2_HUMAN	Q6AWC2
ZFN2B_HUMAN	Q8WV99
MCUR1_HUMAN	Q96AQ8
NOTC3_HUMAN	Q9UM47
NUP54_HUMAN	Q7Z3B4
RRAS2_HUMAN;RRAS_HUMAN	P62070
PURA1_HUMAN	Q8N142
ACTBL_HUMAN;ACTB_HUMAN;ACTG_HUMAN;ACTS_HUMAN	Q562R1
ARY1_HUMAN	P18440
MACOI_HUMAN	Q8N5G2
S29A1_HUMAN	Q99808
PSMG1_HUMAN	O95456
EIF3E_HUMAN	P60228
DYN1_HUMAN;DYN2_HUMAN;DYN3_HUMAN	Q05193
EMIL2_HUMAN	Q9BXX0
KPCZ_HUMAN	Q05513
KPCI_HUMAN	P41743
CASP_HUMAN	Q13948
TIM13_HUMAN	Q9Y5L4
EIF2D_HUMAN	P41214
CO5_HUMAN	P01031
NUP37_HUMAN	Q8NFH4
FSTL1_HUMAN	Q12841
MARK1_HUMAN;MARK2_HUMAN;MARK4_HUMAN	Q9P0L2
DCNL1_HUMAN	Q96GG9
PELP1_HUMAN	Q8IZL8
SCD5_HUMAN	Q86SK9
EBP2_HUMAN	Q99848
PLXC1_HUMAN	O60486
K0930_HUMAN	Q6ICG6
ACYP1_HUMAN	P07311
PARVG_HUMAN	Q9HBI0
SENP8_HUMAN	Q96LD8
IF1AX_HUMAN	P47813
SELH_HUMAN	Q8IZQ5
SOX15_HUMAN	O60248
NPDC1_HUMAN	Q9NQX5
CTIF_HUMAN	O43310
FKBP2_HUMAN	P26885
I2BP2_HUMAN;I2BPL_HUMAN	Q7Z5L9
RN214_HUMAN	Q8ND24
AT8A2_HUMAN	Q9NTI2
GRSF1_HUMAN	Q12849
S10AC_HUMAN	P80511
IFT56_HUMAN	A0AVF1
UTS2B_HUMAN	Q765I0
TMCC1_HUMAN	O94876
SRPK1_HUMAN	Q96SB4
RMD2_HUMAN	Q96LZ7
ANO10_HUMAN	Q9NW15
NRX2A_HUMAN	Q9P2S2
CXB1_HUMAN	P08034
K2C8_HUMAN	P05787
CD180_HUMAN	Q99467
MARE2_HUMAN;MARE3_HUMAN	Q15555
RFC5_HUMAN	P40937
M3K10_HUMAN	Q02779
ARHGH_HUMAN	Q96PE2
QCR6_HUMAN	P07919
NEB1_HUMAN;NEB2_HUMAN	Q9ULJ8
FRY_HUMAN	Q5TBA9
LRC8D_HUMAN	Q7L1W4
TNFL8_HUMAN	P32971
ITA3_HUMAN	P26006
AKT1_HUMAN;AKT2_HUMAN;AKT3_HUMAN	P31749
LMBD1_HUMAN	Q9NUN5
TRRAP_HUMAN	Q9Y4A5
KCNT1_HUMAN	Q5JUK3
BPIA2_HUMAN	Q96DR5
MTMRA_HUMAN	Q9NXD2
SELO_HUMAN	Q9BVL4
SHOC2_HUMAN	Q9UQ13
CD151_HUMAN	P48509
D39U1_HUMAN	Q9NRG7
UBE4B_HUMAN	O95155
MACD1_HUMAN	Q9BQ69
FIBA_HUMAN;sp|CONTAMINANT_P02672	P02671
HM20A_HUMAN	Q9NP66
PHLP1_HUMAN	O60346
PLXA2_HUMAN;PLXA4_HUMAN	O75051
RDH10_HUMAN	Q8IZV5
GMPR1_HUMAN	P36959
ADT4_HUMAN	Q9H0C2
WIPI4_HUMAN	Q9Y484
PCDH7_HUMAN	O60245
EVI2B_HUMAN	P34910
VAS1_HUMAN	Q15904
MAP11_HUMAN	P53582
IRPL1_HUMAN	Q9NZN1
FCGRN_HUMAN	P55899
ABHD6_HUMAN	Q9BV23
CPSF5_HUMAN	O43809
ZBT26_HUMAN	Q9HCK0
CS012_HUMAN	Q9NSK7
UBP46_HUMAN	P62068
PRTN3_HUMAN	P24158
NLRX1_HUMAN	Q86UT6
RIMS3_HUMAN	Q9UJD0
CX7A1_HUMAN	P24310
RM17_HUMAN	Q9NRX2
SOS1_HUMAN	Q07889
WIPI1_HUMAN	Q5MNZ9
UBIP1_HUMAN	Q9NZI7
DUS12_HUMAN	Q9UNI6
